rating,date,content,review_vector
5.0,2025.03.26,totally deserves the 4 oscar awards it has won took me a while before i finally saw it masterpiece watch it without reading any more info about it dont watch the trailer i didnt and it was full of surprises for me,"[ 0.04808325 -0.00671405 -0.00090916 -0.00445227  0.00141364 -0.0222331
  0.00061905  0.04824502  0.00075354 -0.0132038  -0.00370382 -0.00205907
  0.00060845  0.00335219 -0.00809084  0.0087774  -0.01149542 -0.00385078
 -0.00452207  0.00965442  0.01714744  0.00381247 -0.0140971   0.00950261
  0.00402299 -0.01010573  0.01131158 -0.00303103  0.00273553  0.00821181
  0.00461952 -0.00651595  0.01063536 -0.01447623 -0.00497214  0.00355888
 -0.00192448 -0.00335    -0.00398022 -0.00321212 -0.01139982 -0.00701782
 -0.00602169 -0.00837947  0.00042284 -0.00382541 -0.00130553 -0.00072984
  0.00253077  0.00755692  0.00794435  0.00466649 -0.00066627  0.00799455
 -0.00652729 -0.00101717  0.00562308 -0.00053428 -0.00360144  0.01495859
 -0.00299691 -0.00012177  0.01412269  0.0008813  -0.00970238 -0.01003124
  0.01481521  0.00072424  0.01675842  0.00770688 -0.0147522   0.00216047
 -0.00715504  0.00075853 -0.00748864 -0.00649208  0.00599527 -0.00167417
  0.01852241  0.00589544  0.00592505  0.01211331  0.0133789   0.00830833
  0.00055814  0.01657123  0.01078901  0.00695455  0.01056778 -0.01869633
  0.00590324 -0.00411035  0.00742484 -0.00495107  0.01288497 -0.01159892
  0.00792433  0.00963851 -0.00906814 -0.00340285]"
5.0,2025.03.25,downloaded this on the plane thought it would suck might be one of the best movies ive watched,"[ 4.88909185e-02 -9.95971821e-03 -1.74082094e-03 -4.07045148e-03
  1.22591434e-03 -1.53421545e-02  3.33529897e-03  5.52098043e-02
 -1.18567981e-03  3.81023646e-03 -4.14345739e-03  4.54724563e-04
  5.20523684e-03 -2.30334862e-03  3.04772845e-03 -1.31805446e-02
  5.70515916e-03 -9.64348728e-04  5.61751798e-03 -3.41194187e-04
 -4.83734417e-04  1.99026410e-02 -5.59480581e-03 -6.52396306e-03
 -2.89267767e-03  2.09692884e-02  1.70792378e-02  2.24801768e-02
 -1.77777652e-02 -9.29915113e-04 -7.23853055e-03  1.54757453e-02
 -3.82136879e-03  8.34048726e-03 -5.66439144e-03  5.28388773e-04
 -5.31728426e-03  6.05476042e-03  6.19048299e-03 -2.60356115e-03
 -1.12604555e-02  6.39892416e-04  6.02436485e-04 -1.64602231e-02
 -5.52344695e-03  5.06190117e-03 -2.09934521e-03 -6.04363019e-03
 -3.21875722e-03 -5.19775692e-03  2.35014688e-02 -1.57862734e-02
 -3.91211826e-03  8.55666958e-03 -5.10821724e-03 -2.22254777e-04
 -2.52435915e-02 -4.09827381e-03 -8.59028473e-03  3.17052100e-03
  3.55338724e-03 -6.76022246e-05  1.12309223e-02 -4.67034377e-04
 -2.57921405e-03  2.72071850e-03  6.29332755e-03  1.04962923e-02
 -3.77863157e-03  2.60538538e-04 -1.18709896e-02 -2.01317016e-02
 -7.87338242e-03  3.45696113e-03 -1.22140097e-02 -1.24685606e-03
 -2.99466570e-04  2.44832132e-03  5.21115307e-03  1.38259456e-02
  2.64904089e-03  2.38467101e-03  2.01410037e-02 -6.67939847e-03
 -2.21745502e-02  1.31647207e-03  5.07782958e-03 -3.83345829e-03
  8.17344338e-03  4.08617780e-03  1.79343903e-03 -7.93466158e-03
 -1.38874282e-03 -7.12818978e-03  7.80848414e-03 -7.34324940e-03
  4.64412570e-03 -1.26224943e-04  7.29851308e-04 -8.06891453e-03]"
5.0,2025.03.23,perfect from start to finish its been my favorite for years,"[ 0.04960773 -0.00977258 -0.00151307 -0.00189303 -0.00108645 -0.00914674
 -0.0001844   0.04448077 -0.00423195 -0.00959744 -0.00845943  0.00318631
  0.00036249 -0.00259247  0.01597603  0.00187475  0.00172345 -0.03501088
  0.01514678  0.01228204 -0.00546336  0.02569359 -0.01590581  0.00442071
  0.00860754  0.0185852   0.00087812  0.00674351 -0.00910383 -0.00850238
  0.02439203 -0.00468944 -0.01351424  0.04351817  0.04391276  0.00336816
 -0.03177513  0.01434206 -0.0115553   0.00222749 -0.00027147  0.01179693
 -0.0192767   0.01303011  0.01693264 -0.00096045 -0.01348592  0.02954263
  0.01946549  0.01625785 -0.01394309  0.01588884 -0.00806455 -0.02296849
  0.00983947 -0.01172373  0.01992061 -0.00333261  0.02143959 -0.00866149
  0.01261774  0.01635554  0.00140388 -0.00515363  0.00437308 -0.00119218
  0.00121465  0.00195229 -0.00379427 -0.0093272   0.00401844 -0.01338667
 -0.01691155 -0.00245828 -0.00165303  0.01005417 -0.00521875 -0.01810537
 -0.0187703  -0.0044276  -0.01997806  0.00062139  0.00578972 -0.01003706
  0.01011657 -0.00425681 -0.0036904   0.01342274  0.00119018  0.01505522
  0.00900977  0.00408622  0.00417439  0.01905046  0.00284766  0.00086334
  0.00067969 -0.01550107  0.00472444  0.00016322]"
3.5,2025.03.23,good movies but not best picture great the social commentaries are spot on pacing is good ending is phenomenal however still lacks that quality of memorable from a great movie like dialogue memorable characters and overall feeling left once seen,"[ 4.7957052e-02 -7.7804988e-03  6.6175766e-05 -2.6880591e-03
  4.4999956e-04  7.1399948e-03 -1.3627931e-03  4.8021812e-02
  2.3820449e-04 -1.1137020e-02 -9.0379566e-03 -2.2973851e-03
  7.3896907e-03  3.2894097e-03 -6.1397697e-03 -7.6553198e-03
 -7.3915585e-03  1.4159401e-02 -5.1370086e-03 -6.0840687e-03
  2.7677410e-03  4.9937838e-03  4.8250016e-03 -6.4996043e-03
 -4.6766698e-03  2.2454020e-03  5.4163593e-03  1.1431458e-02
 -3.9328425e-03  2.7110097e-03  1.1488160e-03  3.9014063e-04
  3.2587927e-03  8.3191190e-03  5.8852177e-04  1.6366740e-03
 -4.6084402e-03 -2.4370190e-03 -3.7509403e-03 -7.6310820e-04
  6.1410284e-03 -1.4025476e-03  1.6382269e-03  6.5124803e-03
  8.6280052e-03 -2.7293216e-03  6.9953362e-03  1.4956402e-02
  2.9870546e-03 -1.4808540e-02  6.8040378e-03 -5.3192480e-03
 -9.0382742e-03  9.3727428e-03 -2.1888034e-03 -9.1079324e-03
 -5.0185574e-03 -2.9770238e-03 -2.2921418e-03  1.2767444e-02
  3.7362240e-03 -1.3425646e-03  9.4166759e-04 -6.3169486e-04
  3.7442916e-03  9.2604794e-03  7.2149439e-03 -1.6043221e-03
 -3.6470734e-03 -4.5970492e-03  5.9702187e-03  6.7726225e-03
  1.7862015e-03  1.0001165e-03  1.5064208e-04  4.8651053e-03
  1.7884411e-04  1.4117381e-03 -4.7449907e-03  7.0854230e-03
 -1.1987053e-05  4.4555566e-03  4.6693673e-03  2.2073523e-03
  4.9336371e-03  9.1443826e-03  9.9664880e-04  8.3749229e-03
  7.4510956e-03  9.1273421e-03 -1.7707918e-03 -5.5169067e-03
 -8.2605910e-03 -3.8660958e-03  9.3083782e-03 -8.0607636e-03
 -3.3473421e-03 -1.0212888e-03  9.8914336e-03 -1.3510237e-02]"
4.0,2025.03.22,very good film it describes the different life style of the 2 families ver well my only negatives are there are a couple of scenes which werent needed as much but overall very good,"[ 0.04879352 -0.00464632 -0.00191001 -0.00070807  0.00130081  0.0063655
 -0.00213969  0.04934127  0.00584428  0.00402359 -0.00028406  0.00080547
  0.00878963  0.00028335  0.00974611 -0.00840035 -0.00984124  0.02905721
 -0.0159855   0.00015533  0.00222683 -0.00725093  0.00234197  0.00159643
 -0.00951528  0.00068093  0.00884788  0.01108073 -0.0083158   0.00252738
  0.00317415 -0.00152132  0.00223709  0.00019766 -0.00418988 -0.00822315
 -0.00423621 -0.00498535  0.00249203  0.00383311  0.004241   -0.00295458
  0.00753393 -0.0010474   0.00080996  0.00995499 -0.00241831  0.0062591
 -0.00966348 -0.00660491 -0.00621498 -0.01425265 -0.00927189 -0.01483583
  0.00699831 -0.01665041  0.01762488  0.00900408  0.00219596 -0.01406997
  0.00047954 -0.00584464 -0.00032326 -0.0065861   0.01047201  0.00660885
 -0.01735864 -0.00876035 -0.01649861 -0.00772659  0.00188308  0.00632048
 -0.00308686 -0.00449339 -0.00885808 -0.00437052  0.00850448  0.00560432
  0.00252808 -0.00831129 -0.00757187 -0.00257717  0.00620847 -0.00044283
  0.00821662  0.00562822  0.00793081  0.00696817  0.00589036  0.0066557
  0.00741086 -0.00628276  0.00634699 -0.0077585   0.00699049 -0.00220851
  0.01232173  0.01669821 -0.00060287 -0.00743502]"
5.0,2025.03.22,parasite review i love this movie its so funny and so messed up but kelp me entertained 5 star 10 out 10 star 100 out 100 star,"[ 0.04091116 -0.00600515 -0.00157858 -0.00381166  0.00016806 -0.0199797
 -0.00033612  0.0355382   0.00013645 -0.01069304 -0.00531277 -0.00418613
  0.00088524  0.00173713 -0.00684678 -0.00372248 -0.00459095  0.0053682
 -0.00182358  0.00279257  0.011295    0.01292797 -0.00319055  0.00554492
 -0.01330513 -0.0044938   0.00040819 -0.00903731  0.00941018  0.01149158
  0.01759683 -0.01594268  0.00502372 -0.00713641  0.0050653   0.00754457
 -0.01468487 -0.01550014  0.00868657 -0.00489179 -0.01377357 -0.00599724
  0.01487042 -0.01874392 -0.00608217  0.0046763  -0.01759747 -0.00313894
 -0.01715072  0.01670444  0.00447327 -0.00174545 -0.0047169   0.00829943
 -0.01067559 -0.00665641  0.00653049  0.00136852 -0.00898794 -0.00799785
 -0.0020421   0.00685187  0.00019572 -0.0286559   0.00640324 -0.00245304
 -0.01174016  0.00963301  0.01291441 -0.00364167 -0.00258028 -0.00360193
 -0.00081391  0.00021914 -0.00256543  0.00210282  0.00785802  0.00015112
 -0.00485057  0.00627904  0.00680202 -0.0023038  -0.0191227  -0.00163233
  0.00316529 -0.01041885  0.00455719 -0.0042555   0.00519793 -0.00640988
 -0.00762448  0.01455453 -0.000899    0.01077386 -0.00449226  0.01876252
  0.01570054 -0.01748215  0.00586691 -0.00517258]"
5.0,2025.03.19,engaging and conniving the movie shoes that you need need explosions and cgi to tell a story that keeps you hooked theres enough truth and caricaturizing in each character so that everyone is important to the story dont spoil your first view by reading the plot or watching trailers just watch it and youll be satisfied through and through,"[ 0.04956268 -0.00896149 -0.00087715 -0.00207575 -0.00107898  0.00551947
 -0.00045367  0.05674516  0.00023053  0.00168269  0.00201209 -0.00011078
  0.00312145  0.00437199  0.00344999 -0.00352387 -0.00406845  0.00169849
  0.01841178 -0.00908648 -0.00806559  0.00578881  0.01253948 -0.00713339
 -0.00271415  0.00581303 -0.00925734 -0.01143429  0.00659325 -0.00213308
  0.00564904 -0.01151414  0.00205437 -0.00035468  0.00648109  0.00765989
 -0.00997021 -0.01908751 -0.00631969 -0.00340541 -0.00572736 -0.01092538
 -0.00187492  0.00306755  0.00084538  0.00299064 -0.00665058 -0.00691201
 -0.00128883 -0.00155971 -0.00876606  0.00038677  0.00180934 -0.00832485
 -0.00394502  0.00277651 -0.0077869  -0.01109477 -0.00137309  0.00387646
 -0.00599696  0.00968655 -0.00662419 -0.0043712  -0.00989638  0.0052389
  0.00045308 -0.00705199 -0.00367416 -0.00519977  0.00190062 -0.00342002
  0.00408833  0.00825693 -0.01257734 -0.00081722 -0.0089942  -0.00279907
 -0.00156143  0.0101599   0.01605964  0.00426477  0.01305476 -0.00202177
 -0.00937067  0.00767069  0.00107356  0.00191032  0.00362592 -0.01173384
 -0.0079826  -0.00545785  0.01264746 -0.0092521  -0.0038435  -0.00100837
 -0.00349667  0.00766932  0.00349772 -0.00842776]"
5.0,2025.03.18,i thought this movie was brilliant im not usually one for closed captions but this one is well worth it,"[ 0.0533438  -0.01069262 -0.0013251  -0.00476666  0.00047744 -0.03132335
  0.00303734  0.06476571 -0.0014951  -0.02017075 -0.01324429 -0.00080981
  0.00637215  0.00185122 -0.00349661 -0.00207924 -0.0140542   0.01043396
 -0.01521125  0.00560786  0.00774023 -0.00095098 -0.00392806 -0.00368838
 -0.0003254  -0.00083772  0.01237167  0.02434618 -0.00179204 -0.00025122
  0.00801479 -0.01024108  0.01123377  0.00153152 -0.01736934 -0.00528548
  0.00634201 -0.01063681  0.00615836  0.00274676  0.00073547 -0.01058347
 -0.00920878  0.01095767 -0.00477575  0.00278392  0.00493618  0.00571061
  0.00018638 -0.00836264  0.01485464 -0.00297622  0.00684648  0.00438851
  0.00361677 -0.01416084 -0.01322581  0.0062096  -0.00016551 -0.00202406
 -0.03085297 -0.00513127  0.0136637  -0.02063916  0.00205619 -0.01994163
  0.00161823  0.00150902 -0.02221767 -0.00222863 -0.02401386 -0.01272994
 -0.01041512  0.00419305 -0.0070956  -0.00462074 -0.00117358 -0.00720164
  0.00058736  0.02394071  0.00791214  0.00987548  0.0028856   0.00402453
 -0.0101373  -0.01064463  0.00100869  0.01474413  0.0038732   0.01060994
 -0.00603131  0.00311668  0.00543233 -0.00724659  0.01106118  0.00940456
  0.01064128 -0.00024443  0.00706314  0.00686151]"
5.0,2025.03.12,there is one word and one word only that describes this film and its essence and that word perfection is that word i genuinely couldnt find one flaw in the film from cinematography to wide shots acting looks side characters this are very few movies that i can 100 say is amazing and perfect and this is one youve done yourself a distaste by not watching this film,"[ 5.29970154e-02 -9.52740200e-03 -2.00558687e-03  1.69900665e-03
  3.92693561e-03  4.63763857e-03 -9.78713622e-04  6.69818819e-02
  2.35699808e-05 -8.59801378e-03 -7.98749086e-03  7.17292482e-04
  9.51701310e-03  4.53962386e-03  4.67483886e-03 -8.94883089e-03
 -7.44492328e-03  1.53203113e-02  1.20351808e-02 -6.17794739e-03
 -8.46785307e-03  5.01819048e-03  1.16681335e-02 -8.48975033e-03
 -5.63295744e-03  1.24802319e-02  4.51719016e-03  1.22665828e-02
 -3.60212312e-03 -4.07235464e-03  1.09056318e-02 -1.40345143e-02
  5.32029709e-03 -2.14305357e-03 -6.34257169e-03 -7.61963520e-03
  4.56679240e-03 -1.21411374e-02 -2.36325478e-03 -3.64595721e-03
  5.84793231e-03 -1.46899000e-02 -1.17529258e-02  4.75252839e-03
 -4.79274755e-03 -3.06475838e-03 -3.25318170e-03  8.31725262e-03
  1.73146743e-03 -1.05269952e-02  9.32833820e-04 -1.43676056e-02
  5.50783332e-03 -7.37154565e-04 -2.93099741e-03 -1.04164267e-02
 -1.66033432e-02 -5.39146306e-04  6.47795270e-04  1.67560740e-03
 -1.42263547e-02  1.66344587e-02 -1.14790890e-02 -1.14686601e-02
 -3.31915915e-03 -1.62542891e-02 -6.82112947e-03 -9.62327540e-05
 -3.49383778e-03 -4.04726248e-03 -6.40884158e-04 -2.86955270e-03
  4.59738076e-03  1.09699590e-03 -4.30958346e-03 -4.99690557e-03
 -1.18187070e-02 -9.34230629e-04 -1.31092295e-02  2.47156899e-02
  1.43878832e-02  5.98984677e-03  9.21059167e-04 -9.58080217e-03
 -1.03494143e-02  3.17723425e-05  3.70794279e-03  5.30516589e-03
  5.34716854e-03  6.55965006e-04 -5.76560572e-03  6.84800150e-04
  7.01019028e-03 -4.32430487e-03 -8.66622012e-03 -2.45823362e-03
  5.59954438e-03  2.93697370e-03 -3.05047212e-03  3.17369006e-03]"
0.5,2025.03.10,didnt make it 30 minutes they first 29 were so painfull this might be the worst movie ever made completely unwatchable,"[ 0.04077422 -0.00831693 -0.00159109 -0.00433889  0.00130682 -0.02845582
  0.00446822  0.03286768  0.0004469   0.00382329 -0.00023469 -0.00013794
  0.00132129 -0.00702841 -0.00142651 -0.00076123 -0.0021152   0.00363408
 -0.01021847 -0.00490094  0.00044913  0.00327873 -0.00532266 -0.00330312
 -0.00231197 -0.00889022 -0.00236346 -0.00158331 -0.01187242 -0.00264075
  0.01107876 -0.00235188  0.00071174 -0.00737576 -0.00610618  0.00481663
 -0.00797091  0.02304826 -0.00085708  0.00477204 -0.0135075  -0.00556844
 -0.005342   -0.00244261  0.00468584  0.00997469 -0.00563881 -0.00961262
 -0.01549875 -0.00233613  0.03055518 -0.01665191  0.0001105   0.01362762
  0.00467483  0.00887319 -0.02847884 -0.00275413  0.00086877 -0.0155645
  0.01529872 -0.00669444 -0.00180609 -0.01057701  0.00642324 -0.00312659
  0.00608511 -0.00285741 -0.00849643  0.00604987  0.00488938 -0.01507055
  0.00980525 -0.00067554  0.00167312 -0.00754117  0.00550436 -0.0039296
 -0.0073164   0.00660277  0.00787333 -0.00711764  0.01156881 -0.00512116
 -0.0134119  -0.00796731  0.00228066 -0.00561155  0.00283812  0.00571664
  0.00522867 -0.01153733  0.0054254   0.00405303  0.00588743 -0.00058504
  0.00592799  0.00041735 -0.01239287 -0.00395172]"
5.0,2025.03.09,incredible defiantly recommend,"[ 0.02651209 -0.00521407 -0.00085355  0.00095818 -0.00095997 -0.00340066
 -0.00235521  0.00064286 -0.00318658 -0.03017717 -0.02008442 -0.00073279
  0.00684374  0.00352947 -0.00025595 -0.0012726  -0.00410154  0.00574584
 -0.01174083 -0.009753   -0.01035392 -0.01036116 -0.00345579 -0.00871314
 -0.00123197  0.02025134 -0.02800839 -0.00141882 -0.00386528 -0.00364061
  0.01271561  0.00163752  0.00766466  0.01698812 -0.00572266 -0.00483682
  0.00458936  0.00306646 -0.0176092   0.01143145  0.00148214  0.01855592
 -0.0176988   0.00413617  0.00723531 -0.01789216  0.01220644 -0.01039799
 -0.01618122  0.01727935  0.01174184  0.0183481  -0.00705122  0.03310388
 -0.00492933 -0.00655869  0.01089587  0.01162689 -0.03010095 -0.01997361
 -0.02488543 -0.00693539 -0.01310139  0.00376634 -0.0169002   0.00117363
  0.00263866 -0.00566886 -0.00764626 -0.00581397 -0.00477291  0.00763704
 -0.00108347  0.01539626  0.01907798 -0.02382828 -0.01171294  0.0200119
  0.03023109 -0.0010313   0.00544709 -0.0008698  -0.01382782 -0.02473679
  0.00101469  0.00672045 -0.02977526 -0.01714057 -0.01228344 -0.00507314
 -0.00611293  0.02623064  0.00570401  0.00527343 -0.00897932  0.0001396
  0.01593256 -0.01499542 -0.01051547 -0.00967273]"
4.5,2025.03.07,classic modern day cinematic rollercoaster what a joy to ride,"[ 0.03402798 -0.00232166  0.00035884 -0.00130913  0.00134171 -0.00231139
  0.0017561   0.0307877  -0.00243473 -0.00752113 -0.00341628  0.00461523
  0.00786036  0.00705839  0.00131248 -0.00347688  0.00682487 -0.01543347
  0.03759582 -0.00208331 -0.00440294  0.02630991  0.01469824 -0.00812844
  0.00361791 -0.01676783 -0.00470796  0.00469961  0.00994266 -0.00070342
  0.01427935 -0.02599349 -0.00470186 -0.00873475  0.01361738 -0.00116705
 -0.00227555  0.02116543  0.01045941 -0.0070773   0.01030274 -0.018374
 -0.01415525  0.01426205  0.01209365  0.00044272 -0.0014383   0.00574326
 -0.00468745 -0.00149422  0.0165183  -0.02447941  0.00736642 -0.00775918
 -0.00764005  0.0067817   0.00600437 -0.03693117 -0.01664111 -0.00035462
  0.00983088  0.01049435 -0.00835011  0.00845567  0.01209997  0.00777539
 -0.01056056  0.00958914  0.0030243   0.02486342 -0.00527772  0.01034852
  0.01761723  0.00302328 -0.01619122 -0.01178594 -0.01992968  0.00930482
 -0.00423904 -0.00810073  0.00431969 -0.02445468 -0.01738071  0.00789816
  0.00212226  0.00721759 -0.03725411  0.00742208  0.00912586 -0.00249534
  0.02011629  0.00983771 -0.01729584 -0.00964436  0.00058938  0.00659371
  0.01372979  0.00154738 -0.01118987 -0.00535716]"
5.0,2025.03.06,this movie has two experiences that when watching  when remembering for the first i felt its pace slow but like the title its impact grew within me and lingers still,"[ 4.7519278e-02 -7.9511320e-03 -1.4318207e-03 -3.2330381e-03
  3.5105288e-04 -8.6910762e-03 -1.4610563e-03  5.0527874e-02
 -1.2402713e-03 -1.0283435e-02 -4.7128801e-03 -2.5084442e-03
 -2.5305981e-04  2.1044791e-03 -1.4562043e-03 -4.9427967e-04
 -6.1670840e-03  5.4322947e-03 -5.7198252e-03  5.6714318e-03
  7.4056457e-03  1.0536803e-02 -6.2778131e-03  5.4938584e-03
 -5.0392747e-03 -1.3067070e-02 -1.1211432e-03 -1.2589126e-02
  3.1323039e-03 -8.9700734e-05  1.5226089e-02 -7.6013030e-03
 -1.7854632e-03  3.7099018e-03 -7.7673304e-03  1.4231572e-02
 -3.6353054e-03  8.6626858e-03 -2.3320701e-03  2.1840727e-03
 -1.1261980e-02 -6.8326057e-03 -8.3601754e-03 -1.5028988e-02
  1.4097199e-02  8.1484008e-04  7.0227575e-03 -1.0587520e-03
 -7.6951447e-04 -1.9080975e-04  4.0581264e-03 -1.0067990e-02
 -6.4540125e-04 -1.0427636e-02  1.0172141e-02 -7.3531955e-03
 -1.2507519e-02  7.5317356e-03 -6.6224188e-03  7.8847143e-04
 -2.1111764e-02  1.7628593e-02  1.3968116e-02  2.7492943e-03
 -2.6962380e-03  6.8128090e-03  3.5325580e-03  3.3476572e-03
 -5.8507463e-03 -8.8903913e-03 -2.1236087e-03  3.4809050e-03
 -3.3335905e-03  5.6659738e-03 -5.1805889e-03 -2.0880913e-03
  1.3962552e-03 -8.5994806e-03 -9.9950973e-03  1.2226235e-02
  2.4906567e-03  5.7030139e-03  1.0310330e-02  2.1272627e-04
  6.0646608e-04  4.8269182e-03  1.2654305e-02  6.3565662e-03
  6.8788719e-03  6.9990139e-03 -2.9584172e-04 -1.7797529e-03
  9.6528828e-03 -2.0844094e-03 -6.6563330e-04 -6.1754095e-03
  6.3186376e-03 -1.0652910e-03 -3.0497536e-03 -7.6466291e-03]"
5.0,2025.03.04,magnificent  a film that does what very few modern films seem to be able to do make a highly entertaining film where the social messaging is apparent but it doesnt overwhelm the rest of the experience edgy dark funny and devastating,"[ 4.91392948e-02 -5.46637084e-03  1.67521613e-03  1.22257159e-03
  6.05150172e-03  1.18333763e-02 -4.10883658e-04  5.69843017e-02
  6.24948589e-04  5.36824053e-04  7.15211936e-05 -9.06678761e-05
  5.49914828e-03  1.14930002e-03 -5.39960805e-03 -9.79426783e-04
 -5.40954107e-03 -3.49556818e-03  1.28631080e-02 -1.06654922e-03
  2.26548454e-03  1.77469682e-02  5.88891096e-03 -6.78772666e-03
 -1.62657804e-03 -1.27529064e-02  1.12548806e-02  1.04717035e-02
  1.09686598e-03 -5.46713592e-04  3.55721288e-03 -9.84656345e-03
  6.42558839e-03 -3.07817548e-03  3.88079835e-03 -9.26382025e-04
 -7.25770509e-03  5.99472970e-03  6.11866172e-03  3.01948981e-03
 -4.54062736e-03 -6.31119544e-03 -9.95434076e-03  5.39069471e-04
  4.45736060e-03  2.12128414e-03  4.98574087e-03  3.80639406e-03
  2.34375894e-03 -3.38763837e-03  2.69657094e-03 -1.52045237e-02
 -4.65708040e-03  8.12674779e-03 -6.14580140e-03 -7.24629126e-03
 -1.34875393e-03 -2.55260933e-02 -3.04209907e-03 -7.85192067e-04
 -1.24076451e-03  1.42579032e-02  1.89475680e-03 -3.87457223e-03
  5.59346378e-03  1.20754689e-02 -6.62952010e-03  3.43235862e-03
 -5.47453994e-03  6.42147381e-03 -2.66023679e-03  5.11500798e-03
  1.13607885e-03  1.03803948e-02 -7.97137339e-03 -2.24346248e-03
 -2.38927267e-03 -7.69572705e-03 -4.61509125e-03  1.95306644e-03
  2.96617183e-03  8.92215036e-03  2.10118550e-03  2.74726865e-03
 -3.26756923e-03  1.93599451e-04 -1.27430959e-03 -3.98437353e-03
  1.80507940e-03 -4.70860978e-04  5.91391418e-03 -1.82591483e-03
  1.13550655e-03 -8.88366066e-03  6.49907161e-03 -1.24309887e-03
  3.53221665e-03  2.70296517e-03 -1.46067352e-03  2.98998581e-04]"
5.0,2025.03.02,perfect film simply a masterpiece,"[ 0.05185909 -0.00056383 -0.0012615   0.01564403  0.01977182  0.01678501
 -0.00309031  0.06301181 -0.00096416 -0.02569842 -0.01871709  0.0107909
  0.01945817  0.00924481  0.00720883 -0.0039733  -0.01401671  0.01566956
  0.02714292  0.01161392  0.00438325  0.02875014  0.0118024  -0.00435596
  0.00521499 -0.0166921   0.02046927  0.01775721 -0.0077272  -0.00247336
  0.00921035 -0.01264377  0.00712986 -0.00992376 -0.0292978  -0.02162198
 -0.00212286 -0.00138851  0.00110318  0.00921513  0.02258689 -0.00480563
 -0.02086745  0.01325083  0.02573597 -0.00068473  0.0037477   0.0065092
 -0.00748829 -0.0064763   0.00012383 -0.01221528 -0.01050896 -0.00845668
 -0.01979754  0.02762847  0.02071211 -0.01387379  0.00676773 -0.02154679
  0.00015689  0.01235752 -0.03181156 -0.00055509  0.02028    -0.01821441
  0.00787003  0.00482465  0.00400148  0.0380855  -0.02309303  0.0153773
  0.00836655  0.01975588  0.01481564 -0.01793719 -0.00377287 -0.00645168
  0.02033944 -0.00857919  0.02881771 -0.0436039   0.00576907  0.00507313
 -0.01193253  0.0031973  -0.01781468 -0.00761869  0.00514632 -0.01620833
 -0.01581563  0.01613195 -0.00806699  0.00034516 -0.0165924  -0.00809707
  0.01954108 -0.01786516  0.01090519 -0.00616273]"
5.0,2025.02.27,brilliant and razorsharp social critique disguised as a thriller balancing dark humor tension and drama with absolute mastery gripping story that exposes class struggles in a way that feels both universal and deeply unsettling the film constantly shifts tones and keeps you on edge making its message hit even harder in a few words its a cinematic masterpiece that sticks with you long after the credits roll,"[ 0.04691899 -0.00478495  0.00104921  0.00312889  0.00074983  0.03797176
 -0.00423316  0.05197537  0.00012869 -0.00612409  0.00278532 -0.0010285
  0.00455131  0.00493757 -0.00373029  0.00413413 -0.00706079 -0.00886073
  0.02655346 -0.0008819   0.00239022  0.00839895  0.00591137  0.00243008
  0.00364217 -0.00879355  0.01088554 -0.00257009  0.00119171  0.00122626
  0.00472852 -0.00711119  0.00391054 -0.00157561 -0.00832111  0.00141538
 -0.0017326  -0.01012594 -0.00155742  0.00033348 -0.00516438 -0.00250743
  0.00203513 -0.00557597  0.00224107  0.00465722  0.00179315 -0.0039699
  0.00453313 -0.00060481 -0.01361237 -0.00713061  0.00034505 -0.00536136
  0.01101829  0.0078598  -0.00131832 -0.01038078 -0.00669945  0.00279848
  0.00295076  0.00414906 -0.0100631  -0.0047179   0.00384536 -0.00660309
  0.00142037 -0.00903274  0.00989892 -0.00171433  0.00028016  0.00164858
  0.00429362 -0.00118061 -0.00540359  0.00432126 -0.01055915  0.00175537
 -0.00684565  0.00285932  0.00413756 -0.00057474  0.00382086 -0.00677613
  0.00139832  0.00200448 -0.00090889 -0.00043829 -0.00142791 -0.00107665
 -0.01225976  0.00372544 -0.0017325  -0.0074817  -0.01169921 -0.00579586
 -0.00302628 -0.00113672  0.00828549 -0.00580528]"
