rating,date,content,review_vector
5.0,2019.09.04,this movie lives in this time an amazing sweet thriller movie great in every single part of the seventh art especially in dialogues which are great no formality in them characters talk like ordinary people act like ordinary people they feel happiness they lose temper they succeed and they fail and after all of these for converting a good movie to a great one you need to be in front of audience i mean the movie should conflict the audience mind and show them some facts in this case facts are some of the most important ones in our modern life they are about class distinctions which is the difference between rich people and poor people that is getting larger every day and it is the greatest problem in my society finally when you finish watching this masterpiece ask yourself who is the real parasite the poor family or the rich one which are sucking their stinky blood,"[ 4.4325929e-02  5.3850204e-02  1.7422777e-02  2.8668263e-03
 -1.7718317e-02  5.6305714e-03  1.1869327e-02 -1.2093519e-03
  5.2716555e-03  2.0898443e-02  1.7312425e-03  7.3302230e-03
 -1.2605077e-03 -1.1720461e-02 -7.2956546e-03 -1.5934810e-04
 -1.7240993e-03 -6.5792771e-03  9.8954029e-03  1.0066694e-03
 -8.9741303e-03 -2.0958579e-03  8.3159041e-03  2.6354911e-03
 -4.6759997e-03  1.3742743e-02 -1.2518583e-03  9.2021758e-03
  1.4843189e-02 -3.3701640e-03 -6.0272035e-03 -1.4696645e-02
  7.5950928e-04  6.0211209e-04 -9.7453385e-04  5.8700233e-03
 -7.0844074e-03  1.7218407e-03  1.3173679e-04 -3.7939791e-03
  1.1694882e-03 -2.1875200e-04 -9.3515255e-03 -5.2275849e-03
  8.9698151e-04  1.1570421e-03 -8.7734852e-03  2.9571260e-07
 -5.7380786e-03  6.6398466e-03 -1.6041982e-03  7.4790805e-03
  1.5499977e-03 -2.9389048e-03  5.7470910e-03  3.0454451e-03
  5.7989932e-05  1.0987935e-03 -1.9012620e-03  2.5727940e-03
 -3.8991340e-03 -1.8111460e-03  2.3690728e-03 -7.2171395e-03
  9.7183306e-03 -3.8602168e-03 -2.7829611e-03  6.9672806e-04
 -8.1393421e-03  1.6858377e-05 -2.0709892e-03  3.8645894e-03
  1.6105982e-03 -7.0720422e-03 -7.0031022e-04 -1.0626835e-03
  2.4833356e-03 -1.4185285e-03  4.1162656e-04  2.4187907e-03
 -4.1832859e-03  9.4537633e-03  4.7678887e-03  5.2829566e-03
  6.7330925e-03 -2.3444991e-03 -3.9889943e-03  1.2882682e-03
 -2.1881761e-03 -4.5923954e-03  1.1003243e-03 -1.5004165e-03
  1.1838966e-03 -6.1751460e-03  1.3359964e-03 -6.3624186e-03
 -5.1012062e-03  4.0368090e-04  5.4392191e-03  3.1397149e-03]"
3.0,2020.01.07,the film is ok but thats as far as i go its worth a watch but only a score of 6 for me its not a masterpiece its not film of the decade its not even film of the year i dont understand how people can give it 10 10 is a perfect score 10 is unachievable in my opinion as nothing is perfect,"[ 4.93500195e-02  6.48737624e-02 -9.57669318e-03  4.83385334e-03
 -1.38825830e-03  1.86220296e-02 -7.15895731e-05  2.09857849e-03
  2.55567245e-02  3.50317918e-02 -1.58240087e-02  7.41770258e-04
 -7.47411791e-03  9.92484484e-03  4.91260085e-03 -7.14897062e-04
 -1.97114816e-04  3.04542365e-03  2.66863755e-03 -2.54169281e-04
  9.05010384e-03 -2.16129087e-02  2.60380155e-04  1.06950607e-02
 -1.48818037e-02  1.10296849e-02 -4.75138007e-03  3.94602120e-03
  6.43994706e-03 -2.67779687e-03  1.43198939e-02 -9.49272420e-03
  2.80561531e-03 -1.35741208e-03 -1.93281099e-03  1.70955546e-02
 -1.52290212e-02  2.11369270e-03  2.05233321e-03  4.04949940e-04
 -1.19869015e-03 -2.88825762e-03 -9.00654122e-03 -4.93352348e-03
 -8.03553150e-04  2.54800287e-03 -2.34955410e-03  5.04780700e-03
  2.57062027e-03 -1.61062495e-03  8.25570710e-03  1.34961801e-02
 -2.23566103e-03 -3.30821169e-03 -4.45753941e-03 -2.41476926e-03
 -3.46407504e-03  4.30174917e-03  2.95035308e-03  6.44779298e-03
 -3.21308663e-03 -4.59434278e-03 -3.29740159e-03  1.47016058e-02
  4.08956461e-04 -5.02488483e-03  3.46336397e-03 -1.07740778e-02
 -3.25562479e-03 -7.87016563e-03 -3.41384672e-03  1.41473468e-02
 -3.28935846e-03 -7.29055703e-03  5.54822152e-03 -8.21543299e-03
 -8.85076076e-03 -3.08772316e-03 -1.00544817e-03 -1.97169092e-02
  8.29693803e-04 -1.03242379e-02 -6.04103971e-03 -9.19000898e-03
 -8.16741027e-03 -1.46516170e-02 -1.05930818e-03 -1.64959521e-03
 -7.49167707e-03  1.52565201e-03  4.33614431e-03  1.49530405e-02
 -1.62920251e-03  5.51504688e-03  3.89618683e-03 -8.23444221e-03
 -3.22586880e-03  1.54073909e-03  5.71220007e-04 -1.31352851e-02]"
5.0,2019.10.12,i heard nothing but great things about this film and upon watching it i had no idea what it was about or what to expected im glad i watched it because it was like nothing ive ever seen before i could definitely say it wouldnt be as impactful to me if it was american production with an all american cast i would definitely recommend this watch,"[ 4.65375558e-02  5.14528640e-02 -2.40361970e-02 -1.54352225e-02
  4.44077159e-06  4.76055406e-03 -6.33433461e-03  3.49506666e-03
  9.22857877e-03  1.70571096e-02 -1.28944479e-02 -6.55263895e-04
 -3.48650711e-03  1.85330268e-02  9.40598722e-04 -1.12179399e-03
 -8.72053299e-03 -1.23412255e-02  9.48838331e-03  2.53224676e-03
  1.18423168e-05  7.02563114e-03 -3.54340067e-03 -1.46653727e-02
 -2.16236357e-02  2.04552757e-03 -3.37542058e-03 -2.99118902e-03
 -3.02047399e-03 -7.13702478e-03  9.98261292e-03  1.24710647e-03
  9.53463465e-03 -4.21214150e-03 -4.62977821e-03 -6.57278253e-03
 -4.08431794e-03  1.19927665e-02 -3.23621719e-03 -8.81261658e-03
  4.92120348e-03 -1.03110066e-02  8.22523329e-03 -4.06247843e-03
 -4.02928842e-03 -8.89782142e-03 -2.24846229e-03  3.31952376e-03
 -5.12185972e-03 -7.63787189e-03 -1.00302072e-02 -1.67725526e-03
 -5.54776331e-03 -1.70586316e-03  2.46113539e-03  3.65147600e-04
  5.85622480e-03 -9.44579951e-03 -8.89039412e-03  4.33360692e-03
 -5.79313049e-03  9.49457753e-03 -7.96387717e-03 -3.36035271e-03
 -4.74838074e-03 -6.97063794e-03  4.26521897e-03  7.57102668e-03
  2.50449823e-03  4.62668622e-03 -5.80838323e-03  3.67909018e-03
 -2.97840568e-03 -2.22718739e-03  6.55772863e-03  3.34232883e-03
  8.36924836e-03 -1.58577890e-03  8.29109177e-03 -9.57453437e-03
  8.49589705e-03 -1.54818390e-02 -7.94039574e-03 -4.93968697e-03
 -8.00682791e-03 -1.05111012e-02  8.74442398e-04 -3.13073141e-03
 -1.46127213e-02 -3.09612392e-03 -5.89552708e-03 -2.53633712e-03
 -2.06211209e-03 -1.07678855e-02 -4.19930229e-03  2.03819061e-03
  2.01995741e-03  9.96165210e-04  6.65801670e-03 -4.33505187e-03]"
3.0,2021.05.25,it was not that good and not that bad for me its quite boring in middle of the movie but at the end it was good,"[ 5.4336391e-02  7.8850433e-02 -9.1196802e-03  4.7474881e-03
 -7.3488164e-03 -2.0029414e-03 -1.1980046e-02  1.7439427e-04
  2.6143767e-02  3.5060097e-02 -1.5428213e-02 -4.0142788e-03
 -2.4077114e-02 -9.5021678e-03  1.7502866e-03  1.5303914e-02
 -1.0548047e-02  6.3370055e-05  1.5882213e-02  5.3146202e-03
 -1.4728437e-02 -1.9485515e-02  1.1238951e-02 -3.5599640e-03
 -3.1926189e-02  1.3073275e-02 -1.8597262e-03  2.2025055e-03
  7.1288100e-03 -1.8418577e-02  4.9184915e-03 -4.2172302e-03
 -1.0885592e-02 -2.2198264e-03 -3.2309762e-03  4.8255427e-03
 -1.1453050e-03  3.4838428e-03 -9.9742422e-03 -5.4964442e-03
  2.2184838e-02  5.3548366e-03 -5.3661247e-03  1.3474734e-02
 -1.3826549e-02 -1.0159921e-03 -1.6932787e-02  2.4986209e-03
 -5.2550468e-03 -8.9594405e-03  5.7479762e-03  1.7356886e-02
 -9.4811656e-03 -2.1955371e-03 -5.2065901e-03  1.0026533e-04
 -1.8051170e-02  1.2207630e-03  1.8978091e-02  2.3621621e-03
 -8.4375357e-03 -1.0824002e-03 -1.1337122e-03  4.5212940e-03
  3.0769296e-03 -9.9739768e-03  1.7324018e-03 -1.1305651e-03
  4.9114898e-03  3.7959511e-03 -7.3273997e-03  4.3173851e-03
 -9.1400947e-03  8.6265290e-03 -2.2228949e-02  1.3482841e-02
 -4.4526351e-03  4.9915239e-03 -1.0937130e-02 -1.3165676e-02
  9.4759772e-03 -1.6478913e-02 -1.2301474e-02  4.7801565e-03
 -1.5724827e-02 -9.0282550e-03  2.3060432e-03  3.0680185e-03
  2.5678899e-03  3.4161699e-03  6.9715949e-03  3.9201421e-03
  3.5799528e-03 -5.7966838e-04 -1.4933950e-02 -7.5295647e-03
  1.4777438e-03  1.0709534e-03  3.5204052e-03 -7.9912152e-03]"
2.5,2020.03.18,from the first scene this movie reminded me of almodovar but without the required intelligent effort to make it a credible story metaphorical yes and no thats where they lost me the pace seems fast but then i found myself wanting to fast forward a number of times since the overly simplistic plot turn into absurd rather too quickly if this is the best movie of the year then hollywood has a very serious problem,"[ 4.10838723e-02  4.69252951e-02  1.78822875e-03  3.71539197e-03
 -6.06947951e-03  4.51256800e-03 -1.59755014e-02 -9.25243460e-03
  1.18634375e-02  1.14882728e-02 -1.34230836e-03 -5.33688907e-03
 -3.66447330e-03 -7.05906004e-03  5.19856578e-03  5.43563394e-04
 -8.80559208e-04 -3.43314954e-03  3.64029245e-03  6.38838904e-03
  1.72666134e-03 -1.18698953e-02  2.85055884e-03  6.34531118e-03
 -1.71409696e-02  1.10502718e-02 -1.11750392e-02 -7.20834578e-05
  4.73744282e-03 -1.33363600e-03 -6.41937274e-03 -7.17486767e-03
  2.32553156e-03  1.98914538e-04 -3.04816465e-04  9.38862842e-03
 -5.25674596e-03  1.46932779e-02 -2.58715963e-03 -3.61088989e-03
  4.51117614e-03  9.15962155e-04 -1.38324581e-03 -1.12031605e-02
  2.47700373e-03 -4.50300891e-03  5.71477460e-03  1.03159007e-02
  3.28387390e-03  1.41259162e-02  1.28047960e-03  1.09701594e-02
 -1.23438484e-04 -8.87267385e-03  3.15133343e-03 -1.09616795e-03
 -4.67837276e-03  5.26000373e-03 -5.93386404e-03  4.91045648e-03
 -7.42510241e-03  7.34127127e-04 -1.40837592e-03 -9.54713731e-04
 -4.01190436e-03 -3.00144916e-03 -4.94112400e-03  5.86770009e-03
 -2.61402747e-05  3.59019707e-03 -4.31952300e-03  6.54428545e-03
  6.57354435e-03 -1.37136818e-03 -3.09477025e-03  7.15122465e-03
 -3.40517028e-04  4.98009427e-03 -6.19380211e-04 -6.84537739e-03
  1.92145666e-03  3.94810736e-03  2.68363976e-03 -6.29793433e-03
  3.82369291e-03  3.05063091e-03 -5.86211856e-04  3.92517599e-04
  8.12319107e-03 -4.11800761e-03 -1.13365781e-02  1.13935564e-02
 -1.36769144e-03  7.90135656e-03 -5.43152774e-03 -1.27264075e-02
 -2.88232579e-03  4.58524330e-03 -2.45849160e-03 -9.16433462e-04]"
,2019.06.09,"this cinematographic gem has been recently rewarded by the prestigious palme dor at the cannes festival if i have one and only one advice to give you go savor this fabulous movie with a strict minimum of information indeed this film might schematically be split in two parts the second one being quite surprising and unpredictable the script is excellent and the casting is globally sumptuous especially the gorgeous cho yeojeong for whom i may confess i have a crush

as a postscript an anecdote certainly insignificant but literally astonishing when youre french in the middle of the film the proletarian family gives itself up to an orgy the coffee table being covered with manifold dishes including two french cheeses as industrial as cheap  le rustique  and  bresse bleu  unbelievable","[ 3.5404176e-02  4.3420561e-02  8.5954573e-03  3.6235743e-03
  2.7342502e-04  1.0373957e-02 -3.2177030e-03  1.2017422e-03
  1.5306208e-02  2.6008740e-02 -2.4127204e-03 -1.1900725e-02
 -9.0247514e-03  2.5739553e-03  1.2320744e-02 -9.1788396e-03
 -1.1820787e-03 -4.6626730e-03 -6.2814290e-03  8.5361348e-04
 -2.9667949e-03  1.2373101e-03  2.7453036e-03  1.3458772e-02
 -1.0343051e-02  9.3572401e-03 -1.9420274e-03  6.9523645e-03
 -2.7652786e-03 -2.4386261e-04 -3.4900866e-03 -1.3273294e-03
  2.9990140e-03 -7.5942124e-03 -9.1508096e-03  1.3838118e-04
 -6.1918655e-03  4.0351306e-03 -3.7548705e-03 -3.7163910e-03
  1.8194547e-05  3.4324678e-03 -2.1668344e-03 -1.8643233e-03
  4.7201980e-03  9.6263969e-03 -3.2496494e-03 -2.7336944e-03
 -7.9063848e-03  4.8230314e-03  1.0059279e-02  1.2172756e-03
  6.1729719e-04 -8.5474150e-03  4.7979355e-03 -6.8693487e-03
 -6.4170128e-03  8.4151052e-06  1.6877265e-03  7.1359897e-04
 -4.6728351e-03 -5.1356913e-03 -5.4464689e-03 -4.7816252e-03
  7.6994655e-04 -1.3780533e-03  9.0145331e-04  2.4566047e-03
 -3.9589535e-03  7.1170786e-03  1.4539979e-03  9.7365526e-04
  7.4494835e-03 -1.2018984e-02  1.4362436e-03 -2.7256738e-03
  1.1331169e-03 -2.4314551e-04  3.3535953e-03 -6.6825468e-03
  9.4296754e-04 -2.0612658e-03 -1.1849782e-03 -1.3892485e-02
  5.4036388e-03 -6.3204201e-04 -5.0168880e-03  3.1065899e-03
 -4.0091495e-03  2.6296527e-04  6.6607925e-03  1.0596486e-03
  2.8563165e-03 -5.7920241e-03  2.0405647e-04 -9.8091364e-03
 -1.6513515e-03  1.0360597e-02 -2.0369282e-03 -6.4908499e-03]"
5.0,2020.01.01,a movie that doesnt really belong to any genre still impresive story telling one of the best of 2019,"[ 4.50421460e-02  5.92527278e-02  2.86940648e-03  3.99320107e-03
  1.53953210e-03  2.66438369e-02 -1.01294136e-03 -6.40716450e-03
  7.25433091e-03  3.55987847e-02 -3.75294214e-04 -1.41410541e-03
 -4.38085757e-03 -1.30963055e-02  1.80414098e-03  1.10188099e-02
 -3.00084031e-03 -5.60100481e-04 -7.08143867e-04  7.82129914e-03
 -1.35179609e-04 -2.02611014e-02 -1.19445557e-02  2.15300769e-02
 -9.26266704e-03  1.38295963e-02 -1.24152871e-02  8.79622158e-03
  3.09147144e-05  2.15665810e-03 -1.59322005e-02  9.43670608e-03
  1.15563050e-02  1.03992987e-02 -4.26342990e-03  4.58322186e-03
 -8.36704299e-03  7.08214054e-03  5.06417535e-04 -4.21783887e-03
  6.65400364e-03  2.61580888e-02  2.42746063e-02 -8.83890968e-03
 -1.31630031e-02 -2.04034825e-03  1.26424208e-02  1.48600526e-02
 -2.66208476e-03  1.15373535e-02  1.61661133e-02  8.31042044e-03
  1.20612234e-02 -2.50576530e-02  1.59591829e-04 -1.52380355e-02
 -8.76235683e-03 -7.62501499e-03  5.50179789e-03  1.13141350e-02
 -2.79940218e-02 -1.28477504e-02 -7.40433345e-03 -1.17807521e-03
 -5.89021435e-03  4.45343414e-03  4.42551682e-03  4.55686497e-03
  3.70269263e-04  1.45887956e-02 -1.53735490e-03  6.61355024e-03
  9.04932793e-04  1.26440190e-02 -1.09747993e-02  1.55159766e-02
  6.45412272e-03  8.66877753e-03 -1.05341794e-02 -1.50571007e-03
 -7.30905030e-03  1.09246196e-02  3.25553026e-03 -3.74508533e-03
 -5.82918851e-03  1.99799892e-03  1.09095946e-02 -1.03734890e-02
  5.03233587e-03 -3.43403779e-03  9.45667096e-04  1.06892465e-02
 -2.28618481e-03  4.25476301e-03 -1.22666406e-02 -1.30627630e-02
  3.82487476e-03  5.45897463e-04 -3.11241881e-03 -2.89472356e-03]"
5.0,2021.12.09,"when the buddy who got into college tells him hes moving to the us and hes passing on the 14yearold hes been tutoring  just tell em youre enrolled in college even though you arent  the son of a family so low class theyve sunk through the foundation finds them very nice very accepting and very clueless so he and his layabout family get all the help fired his sister is hired as an art psychologist to help the sister the father as the new chauffeur and the mother as the cookhousekeeper yet even though you dont see them there are vermin living in the foundations and they come out when the people in charge arent around

its a movie that starts out as a situation comedy and then abruptly changes gears into horror with a script that handles the theme of the people we dont see because theyre not our problem in a way that jostles the boundaries of symbolic and mimetic fiction in a very disturbing fashion when i saw it in a theater during its new york run i was impressed i was convinced it would be nominated for best foreign movie and might even win","[ 0.04166511  0.05020112  0.01872615  0.0001233  -0.00115625  0.00559157
 -0.01085273 -0.00034328  0.01029396  0.01670569  0.00123062  0.00286169
 -0.01275396 -0.0022965   0.00449772  0.00345719 -0.00456741 -0.00883791
  0.00784672 -0.00711003  0.00441453 -0.00327417  0.0045537   0.00613743
 -0.00868613  0.01249942  0.00187398  0.00827687  0.00370051 -0.00164308
 -0.00693074 -0.00175219 -0.00757308  0.00079968 -0.00012697  0.00209106
 -0.00176724 -0.00215277 -0.00183791 -0.00147468 -0.00448363 -0.00136924
 -0.00357736  0.00041987 -0.00356964  0.00148213 -0.00437764  0.00486768
 -0.00437818 -0.00062039 -0.00218274 -0.00295886  0.00232029 -0.00313183
  0.00053288  0.00352257 -0.00705035  0.00256996  0.00734447  0.00389539
 -0.00165821 -0.00302697  0.0020843  -0.00277327  0.00934173 -0.00339707
 -0.00331363 -0.00121547 -0.00090469 -0.0031032  -0.0008608   0.00950502
 -0.00090427 -0.0081055  -0.00650724  0.00057239  0.00043137 -0.00485606
  0.00394128 -0.00768302 -0.00138902  0.00025445  0.00117844 -0.00345023
  0.00024556  0.00397464 -0.0007023   0.00335405  0.00641645 -0.00313393
  0.00015774  0.00103495  0.00162235 -0.00364265  0.0049702  -0.00667542
  0.0013394   0.00764154 -0.00213148 -0.00389096]"
4.5,2020.02.04,i watched this movie three times it was fantastic and masterpiece like everyone said there are tons of videos about this moviesubtext on youtube i was wondering while the director was reviewing the comments was it something similar he thought during the filmmaking process or are people going too deep lightdark highlow smell richpoor all these contrast are just beautiful,"[ 4.00440134e-02  4.22004983e-02 -3.86151532e-03 -9.11974348e-04
 -7.74077186e-03 -4.88709472e-03  8.90973210e-03  3.57704773e-03
  3.41686909e-03  9.07251146e-03 -3.07316962e-03  3.57895228e-03
 -3.71269230e-03 -2.95405113e-03 -1.11616934e-02 -2.66942848e-03
 -7.13715423e-03 -1.42960288e-02  1.59586128e-02 -2.79496680e-03
 -5.63747995e-03  1.27559132e-03 -3.54522024e-03 -3.61913093e-03
 -2.34129019e-02 -3.96825653e-03  2.01696828e-02 -1.44805736e-03
  6.76904479e-03 -2.20550541e-02 -6.59602601e-03  6.15452137e-03
  2.57277791e-03 -9.20972321e-03  2.85611814e-03 -2.65370146e-03
 -6.59407815e-03  4.50091297e-03  4.67885239e-03  7.79974158e-04
  4.84663900e-03 -9.19248350e-03 -1.55405884e-04 -8.98676831e-03
  2.89570610e-03 -9.91413719e-04  2.20753974e-03  5.17620239e-03
 -1.70186651e-03  3.64086521e-03 -4.11806814e-03 -1.14021858e-03
 -8.96267220e-03 -8.95507750e-04 -6.22119661e-03  7.96285085e-03
  3.61487758e-03  4.37383540e-03  6.32039271e-03  6.87447656e-03
 -3.61157907e-03  8.85375310e-03 -3.00384965e-03 -4.77700541e-03
  1.02614118e-02 -1.69173081e-03  7.94571068e-04  1.21946251e-02
 -5.56147611e-03  3.93475778e-03  2.50980211e-03  2.42290879e-03
  6.90135814e-04 -9.58045293e-03  9.23924427e-03  6.70024473e-03
 -3.80783016e-03 -3.32224602e-03  8.03115405e-03  8.48871376e-03
  5.07497182e-03  5.94428100e-04 -2.91230250e-03 -4.50118631e-03
 -3.06220143e-03 -1.29472022e-03 -5.11267735e-03  4.44080448e-03
 -5.37640555e-03  1.05770887e-03 -8.43189470e-03 -1.78424758e-03
  1.09045226e-02 -8.11684784e-03 -5.09326626e-03 -1.06593085e-04
  5.65575855e-03  9.57603188e-05  9.81486123e-03 -3.89815425e-03]"
4.5,2020.01.31,bong joon hos tragicomedy that is a comedy without clowns and tragedy without villains ho 2019 is a masterful painting of the division between classes and all the implications and ramifications that come with it parasite puts us in the shoes of a low class family and walks us into the life of the elite making sure to land both class realities and idiosyncrasies precisely and delicately through the superb acting meticulous production design and breathtakingly purposeful cinematography although the bold and blunt screenplay narrates and exposes our lack of empathy in dealing with people of different classes refreshingly the shot selection during a small scene in the second act shows the interaction of a house maid and her boss through the differing perspectives of an adult and a child in this sequence the directory of photography first shows us the perspective of the adult wherein she is looking over at the boss and her maid and sees a clear visual divide between the two when the camera shows us the same scene from the perspective of the child no such barrier is present and they are on the same side bong joon ho has exquisitely created a universe that mirrors the realities of his home country today without knowing that the same story resonates through out the globe through the chaos that pursues because of the interlacing of these two contrasting families both in the film and in our everyday lives i believe we need to go back to the mindset of a child wherein we stop seeing people as defined by their social economic status and strive to see each other simply as humans,"[ 3.94726619e-02  4.95373830e-02  2.40383856e-02  1.98818222e-02
 -7.45319389e-03  1.23459231e-02  1.62007799e-03  4.83379001e-03
  6.83602411e-03  2.24958993e-02  9.76192299e-03 -6.17490010e-03
 -6.70988439e-03 -9.03396588e-03  5.07523958e-03  9.56634583e-04
 -1.40171114e-03 -2.48960638e-03  1.13437660e-02 -4.33461129e-04
 -1.63587392e-03 -2.19597225e-03  5.63350040e-03  1.19551364e-02
 -1.48104494e-02  1.15238354e-02  1.18351309e-04  9.71353799e-03
 -1.05990400e-03  5.40938694e-03 -9.04225279e-03 -4.35431115e-03
 -4.50922595e-03  1.52019900e-03 -8.26579053e-03  1.72861631e-03
 -1.09687522e-02  1.12146791e-02 -1.19830447e-03 -4.61607659e-03
 -7.05704908e-04 -5.28100412e-03 -1.23632397e-03 -9.15454119e-04
 -3.31264618e-03 -7.54532870e-03 -6.65492960e-04  8.09607375e-03
 -6.12729881e-03  4.54526953e-03  1.11083323e-02  1.05587672e-03
  5.47689991e-03 -8.44441261e-03  7.51656364e-04 -6.39763952e-04
 -8.58444255e-03  4.85656317e-03  6.70699961e-03  4.57568280e-03
 -5.45367831e-03 -7.93545414e-03 -5.02721305e-05 -3.05469061e-04
  2.87431828e-03 -4.87789558e-03 -3.89094418e-03  1.82399584e-03
  3.84838693e-03 -2.21859571e-03 -8.42379377e-05  1.13765802e-02
 -6.29813236e-04 -1.00963861e-02 -7.42009748e-03  4.29951819e-03
  1.97591376e-04  3.52044543e-03  7.00805057e-03 -3.28253978e-03
 -8.23956041e-04  2.35394947e-03  3.48925847e-03  1.02080917e-03
 -2.57664290e-03  1.07171200e-02 -1.21134240e-03  7.83397816e-03
  1.10302381e-02 -3.27265519e-03  2.95403763e-03  8.34471919e-03
  1.00893446e-03  9.79869394e-04  3.28471581e-03 -1.07815545e-02
  4.11880435e-03  3.65146436e-03  4.59045375e-04 -5.05659217e-03]"
5.0,2020.02.03,fascinating cinema that highlights how emotionally detached wealthy people can be so many profound messages as it pertains to classism unexpected plot twists and all i loved loved loved this movie,"[ 3.9021429e-02  4.2210188e-02 -5.5837017e-03 -7.3467183e-04
 -9.0320967e-03  9.8756992e-04 -2.9230060e-03  5.4598409e-03
  5.1932228e-03  1.6415060e-02 -1.0098186e-02  2.0699096e-03
 -6.0730847e-03  1.7223530e-02 -8.4626833e-03 -2.3687314e-03
 -1.6726587e-02 -1.9827934e-02 -1.0601376e-02 -3.9267102e-03
  2.0168668e-03 -1.7601874e-03 -1.0125812e-03  1.1346314e-02
 -2.9119861e-03  1.7120038e-03  1.4813344e-02 -4.7810553e-03
 -1.5200688e-02 -1.1642757e-03 -1.0799500e-02 -1.0831998e-02
  1.6685161e-03  2.0158006e-02  4.4833757e-03  8.3075103e-04
  1.0934139e-03  8.2550664e-03 -2.8040195e-03 -7.4431696e-03
  1.2361792e-02 -8.4798662e-03  8.5710846e-03 -4.5509753e-03
 -6.5737646e-03 -6.7688744e-03 -1.7781647e-02 -4.8502972e-03
  2.0848762e-03 -1.1336137e-02  4.4132150e-03  5.6742369e-03
 -4.7630807e-03 -1.6544277e-02 -9.0062013e-03  7.7694375e-03
  7.1169590e-03  1.0259335e-02 -1.7107543e-04 -2.2415358e-03
  7.6689413e-03  7.3625874e-03  1.5496213e-02 -3.0873728e-03
 -1.8381068e-04 -4.1038739e-03 -6.3236426e-03  7.1832775e-03
 -9.9612428e-03  1.4191975e-02 -5.6347572e-03  6.7859688e-03
  2.5464687e-03 -5.7910671e-03 -4.1251639e-03 -6.2748375e-03
  6.2290584e-03 -5.6040655e-03 -4.8914501e-03  8.3103211e-04
  1.5904555e-02  3.6545668e-03  1.1090142e-02 -1.3393337e-02
  8.1530743e-05 -1.3575719e-03  5.4001184e-03  6.7789904e-03
 -1.0533962e-02  1.3305883e-02 -8.8725959e-05  6.0757501e-03
 -3.2443134e-03 -8.9765228e-03 -2.5434450e-03  7.8964178e-03
 -7.5448543e-06 -1.0778183e-02  5.6073992e-03 -3.8100525e-03]"
4.5,2020.02.01,the movie starts slowly and shows us who the family lives despite the unmoral functioning of the family that pretend to be someone their not to their benefict after the major plot twist in the midle of film the tension dont stop rising and the ansiety keeps increasing until a crazy final conflict the resolution of the final dont explain to much but have satisfied me,"[ 4.13214602e-02  5.44241257e-02  2.58525033e-02  5.83898618e-05
 -1.29554076e-02  4.58877720e-03 -9.55386553e-03 -1.01644043e-02
  5.45455376e-03  2.74149105e-02  8.71937606e-04 -1.15762779e-03
 -3.70135671e-03 -8.15196708e-03  6.15448132e-03  3.63383471e-04
 -1.91394193e-03  1.13334006e-03  7.38069788e-03  2.32448895e-03
 -9.43416357e-03 -1.35444198e-02  4.09058388e-03  8.79383460e-03
 -1.63197983e-02  1.55913811e-02  2.13943655e-03  9.34875757e-03
 -2.52610119e-03 -2.52876838e-04 -6.60804240e-03 -7.93168787e-03
 -1.92818337e-03  4.57833335e-03 -1.91375520e-02  3.23509634e-03
  4.29142080e-03  2.01999228e-02  2.23937590e-04 -1.16219185e-02
  8.23558960e-03 -1.37421564e-04 -3.40564246e-03  1.48738315e-03
 -7.56434724e-03 -5.94250718e-03  1.11709291e-04  1.93849381e-04
 -6.87502138e-03  8.20942130e-03  1.11382278e-02  4.69649304e-03
  6.61590043e-03 -2.07945611e-02 -5.68885077e-03 -6.65979506e-03
 -1.17014057e-03 -6.95058797e-03 -1.07382413e-03  9.08510201e-03
 -1.44753186e-02 -1.76808378e-03  6.20808685e-04 -4.99837101e-03
  3.93531332e-03 -3.21101514e-03 -1.75235700e-03  6.65991101e-04
  4.30542231e-03 -8.98191892e-03  1.54347089e-03  2.77953781e-03
  6.40770653e-03 -1.62993278e-02  1.89588848e-03  1.17995562e-02
 -7.09213596e-03  9.44067084e-04 -1.87782780e-03 -4.78818454e-03
 -1.18934214e-02  4.06025629e-03  9.19310842e-03  1.36753125e-03
  5.24302851e-03  1.15585029e-02 -5.02121123e-03  1.30465243e-03
  1.32689709e-02 -6.36717863e-03  6.64988009e-04  3.48096946e-03
  1.69577636e-03  4.50445106e-03  4.42573044e-04 -1.00382054e-02
  8.59883055e-03  7.35760480e-03 -7.67726591e-03 -1.84040354e-03]"
